Brent + 3Y;;Brent + 2Y;;Brent + 1Y;;Brent + 6M;;WTI + 3Y;;WTI + 2Y;;WTI + 1Y;;WTI + 6M;
Date;COM1 Comdty;Date;COM0 Comdty;Date;COM9 Comdty;Date;COZ8 Comdty;Date;CLK1 Comdty;Date;CLK0 Comdty;Date;CLK9 Comdty;Date;CLX8 Comdty
21.05.2010;77,32;01.06.2016;58,15;15.11.2012;91,18;16.11.2011;92,37;12.12.2017;51,17;12.12.2016;54,95;11.12.2015;53,6;09.12.2014;71,96
24.05.2010;76,92;02.06.2016;58,35;16.11.2012;90,47;17.11.2011;90,92;13.12.2017;50,19;13.12.2016;55,18;14.12.2015;52,59;10.12.2014;70,34
25.05.2010;75,56;03.06.2016;57,92;19.11.2012;90,81;18.11.2011;90,52;14.12.2017;50,39;14.12.2016;54,33;15.12.2015;52,78;11.12.2014;70,2
26.05.2010;77,46;06.06.2016;58,43;20.11.2012;90,45;21.11.2011;90,31;15.12.2017;50,36;15.12.2016;54,14;16.12.2015;52,25;12.12.2014;68,31
27.05.2010;80,56;07.06.2016;58,69;21.11.2012;91,29;22.11.2011;91,15;18.12.2017;50,97;16.12.2016;54,59;17.12.2015;52,07;15.12.2014;66,93
28.05.2010;80,36;08.06.2016;59,09;22.11.2012;91,93;23.11.2011;90,3;19.12.2017;51,41;19.12.2016;54,78;18.12.2015;51,75;16.12.2014;65,89
31.05.2010;80,88;09.06.2016;58,61;23.11.2012;92,63;24.11.2011;90,38;20.12.2017;51,28;20.12.2016;55,33;21.12.2015;51,01;17.12.2014;66,38
01.06.2010;79,53;10.06.2016;58;26.11.2012;91,79;25.11.2011;89,39;21.12.2017;51,48;21.12.2016;54,67;22.12.2015;50,23;18.12.2014;66,18
02.06.2010;80,7;13.06.2016;58;27.11.2012;91,16;28.11.2011;89,72;22.12.2017;51,74;22.12.2016;54,85;23.12.2015;50,61;19.12.2014;69,08
03.06.2010;82,08;14.06.2016;57,69;28.11.2012;91,43;29.11.2011;90,07;26.12.2017;52,31;23.12.2016;55,12;24.12.2015;51,55;22.12.2014;68,9
04.06.2010;78,82;15.06.2016;57,31;29.11.2012;91,1;30.11.2011;90,94;27.12.2017;52,51;27.12.2016;55,68;28.12.2015;51,13;23.12.2014;70,23
07.06.2010;79,1;16.06.2016;56,1;30.11.2012;90,69;01.12.2011;91,38;28.12.2017;52,64;28.12.2016;55,88;29.12.2015;51,86;24.12.2014;70,42
08.06.2010;78,83;17.06.2016;57,39;03.12.2012;90,28;02.12.2011;91,95;29.12.2017;52,41;29.12.2016;56;30.12.2015;51,16;26.12.2014;70,05
09.06.2010;80,2;20.06.2016;58,32;04.12.2012;89,54;05.12.2011;91,59;02.01.2018;52,34;30.12.2016;56,04;31.12.2015;51,73;29.12.2014;69,3
10.06.2010;81,31;21.06.2016;58,24;05.12.2012;89,79;06.12.2011;91,47;03.01.2018;52,52;03.01.2017;55,18;04.01.2016;51,6;30.12.2014;69,33
11.06.2010;80,55;22.06.2016;58,22;06.12.2012;89,73;07.12.2011;91,94;04.01.2018;52,48;04.01.2017;56,33;05.01.2016;51,09;31.12.2014;69,18
14.06.2010;80,81;23.06.2016;58,48;07.12.2012;90,06;08.12.2011;91,62;05.01.2018;52,78;05.01.2017;56,85;06.01.2016;49,89;02.01.2015;68,68
15.06.2010;81,83;24.06.2016;56,71;10.12.2012;89,4;09.12.2011;91,84;08.01.2018;53,16;06.01.2017;57,03;07.01.2016;48,98;05.01.2015;67,35
16.06.2010;82,75;27.06.2016;56,57;11.12.2012;89,68;12.12.2011;91,32;09.01.2018;53,59;09.01.2017;55,93;08.01.2016;48,91;06.01.2015;65,39
17.06.2010;83,04;28.06.2016;58,23;12.12.2012;90,06;13.12.2011;92,06;10.01.2018;53,32;10.01.2017;55,51;11.01.2016;47,54;07.01.2015;64,85
18.06.2010;82,64;29.06.2016;60;13.12.2012;89,26;14.12.2011;89,66;11.01.2018;53,41;11.01.2017;56,39;12.01.2016;46,24;08.01.2015;64,91
21.06.2010;83,07;30.06.2016;58,82;14.12.2012;90,58;15.12.2011;89,65;12.01.2018;53,57;12.01.2017;56,83;13.01.2016;45,3;09.01.2015;65,86
22.06.2010;82,42;01.07.2016;59,92;17.12.2012;89,3;16.12.2011;89,8;16.01.2018;53,58;13.01.2017;56,32;14.01.2016;45,93;12.01.2015;65,15
23.06.2010;80,71;04.07.2016;59,74;18.12.2012;88,82;19.12.2011;88,75;17.01.2018;53,9;17.01.2017;55,92;15.01.2016;43,67;13.01.2015;65,75
24.06.2010;80,53;05.07.2016;58,78;19.12.2012;89,5;20.12.2011;90,19;18.01.2018;54,11;18.01.2017;55,22;19.01.2016;42,55;14.01.2015;66,55
25.06.2010;82,31;06.07.2016;60;20.12.2012;89,68;21.12.2011;91,66;19.01.2018;54,25;19.01.2017;55,39;20.01.2016;42;15.01.2015;64,46
28.06.2010;81,99;07.07.2016;58,48;21.12.2012;89,56;22.12.2011;90,86;22.01.2018;54,39;20.01.2017;56,23;21.01.2016;42,45;16.01.2015;65,52
29.06.2010;79,72;08.07.2016;59,23;24.12.2012;89,52;23.12.2011;91,34;23.01.2018;54,71;23.01.2017;55,91;22.01.2016;44,81;20.01.2015;64,08
30.06.2010;79,02;11.07.2016;58,93;26.12.2012;89,74;27.12.2011;91,79;24.01.2018;54,29;24.01.2017;56,14;25.01.2016;44,66;21.01.2015;64,63
01.07.2010;76,66;12.07.2016;59,64;27.12.2012;89,64;28.12.2011;91,47;25.01.2018;54,51;25.01.2017;55,78;26.01.2016;45,43;22.01.2015;64,02
02.07.2010;75,88;13.07.2016;58,45;28.12.2012;89,08;29.12.2011;92,07;26.01.2018;54,43;26.01.2017;56,25;27.01.2016;46,12;23.01.2015;64,37
05.07.2010;76,06;14.07.2016;58,69;31.12.2012;89,45;30.12.2011;91,36;29.01.2018;54,02;27.01.2017;55,57;28.01.2016;46,75;26.01.2015;64,22
06.07.2010;76,34;15.07.2016;58,31;02.01.2013;89,28;03.01.2012;93,11;30.01.2018;53,43;30.01.2017;55,47;29.01.2016;47,84;27.01.2015;65,22
07.07.2010;78,43;18.07.2016;57,98;03.01.2013;88,79;04.01.2012;95,01;31.01.2018;53,38;31.01.2017;55,61;01.02.2016;46,57;28.01.2015;64,57
08.07.2010;79,79;19.07.2016;58,38;04.01.2013;88,94;05.01.2012;94,25;01.02.2018;53,43;01.02.2017;56,21;02.02.2016;45,78;29.01.2015;65,43
09.07.2010;79,97;20.07.2016;58,72;07.01.2013;89,25;06.01.2012;94,77;02.02.2018;52,41;02.02.2017;55,9;03.02.2016;46,75;30.01.2015;67,87
12.07.2010;78,67;21.07.2016;57,98;08.01.2013;89,49;09.01.2012;94,52;05.02.2018;52,16;03.02.2017;56,28;04.02.2016;47,03;02.02.2015;68,26
13.07.2010;80,77;22.07.2016;57,99;09.01.2013;89,69;10.01.2012;94,31;06.02.2018;51,78;06.02.2017;55,9;05.02.2016;46,96;03.02.2015;69,59
14.07.2010;80,65;25.07.2016;57,72;10.01.2013;89,22;11.01.2012;93,51;07.02.2018;50,89;07.02.2017;55,14;08.02.2016;46,53;04.02.2015;67,69
15.07.2010;80,18;26.07.2016;57,37;11.01.2013;89,15;12.01.2012;92,21;08.02.2018;50,93;08.02.2017;55,09;09.02.2016;43,96;05.02.2015;68,17
16.07.2010;79,64;27.07.2016;56,24;14.01.2013;89,51;13.01.2012;91,9;09.02.2018;50,22;09.02.2017;55,25;10.02.2016;44,43;06.02.2015;67,52
19.07.2010;79,9;28.07.2016;55,25;15.01.2013;89,2;16.01.2012;93,01;12.02.2018;50,42;10.02.2017;55,49;11.02.2016;44,38;09.02.2015;68
20.07.2010;80,28;29.07.2016;55,05;16.01.2013;89,31;17.01.2012;93,12;13.02.2018;50,99;13.02.2017;54,89;12.02.2016;46,9;10.02.2015;67,43
21.07.2010;79,83;01.08.2016;54,24;17.01.2013;89,3;18.01.2012;92,03;14.02.2018;51,12;14.02.2017;54,8;16.02.2016;45,67;11.02.2015;67,48
22.07.2010;82,02;02.08.2016;53,94;18.01.2013;89,38;19.01.2012;92,6;15.02.2018;51,03;15.02.2017;54,33;17.02.2016;46,82;12.02.2015;68,61
23.07.2010;81,77;03.08.2016;54,36;21.01.2013;89,4;20.01.2012;91,54;16.02.2018;51,4;16.02.2017;54,09;18.02.2016;46,23;13.02.2015;67,94
26.07.2010;81,99;04.08.2016;54,47;22.01.2013;89,4;23.01.2012;91,82;20.02.2018;51,96;17.02.2017;53,95;19.02.2016;45,27;17.02.2015;67,56
27.07.2010;80,75;05.08.2016;54,52;23.01.2013;89,99;24.01.2012;92,43;21.02.2018;52,06;21.02.2017;53,34;22.02.2016;46,29;18.02.2015;67,03
28.07.2010;80,89;08.08.2016;55,29;24.01.2013;90,47;25.01.2012;92,07;22.02.2018;52,21;22.02.2017;52,91;23.02.2016;45,22;19.02.2015;66,3
29.07.2010;82,11;09.08.2016;55,38;25.01.2013;89,81;26.01.2012;91,52;23.02.2018;53,01;23.02.2017;53,37;24.02.2016;45,64;20.02.2015;67,24
30.07.2010;82,68;10.08.2016;55,08;28.01.2013;90,13;27.01.2012;90,35;26.02.2018;53,62;24.02.2017;53,12;25.02.2016;45,81;23.02.2015;67,27
02.08.2010;84,89;11.08.2016;56,3;29.01.2013;89,86;30.01.2012;90,41;27.02.2018;53,16;27.02.2017;53,52;26.02.2016;45,02;24.02.2015;67,68
03.08.2010;86,28;12.08.2016;56,7;30.01.2013;89,94;31.01.2012;89,75;28.02.2018;51,67;28.02.2017;54,09;29.02.2016;46,1;25.02.2015;68,36
04.08.2010;86,18;15.08.2016;57,39;31.01.2013;90,36;01.02.2012;90,2;01.03.2018;51,29;01.03.2017;53,92;01.03.2016;46,29;26.02.2015;67,86
05.08.2010;85,76;16.08.2016;58,16;01.02.2013;89,71;02.02.2012;89,88;02.03.2018;51,46;02.03.2017;53,56;02.03.2016;46,11;27.02.2015;68,04
06.08.2010;84,87;17.08.2016;58,85;04.02.2013;89,85;03.02.2012;90,9;05.03.2018;52,13;03.03.2017;53,88;03.03.2016;46,02;02.03.2015;67,53
09.08.2010;85,74;18.08.2016;59,64;05.02.2013;90,74;06.02.2012;91,39;06.03.2018;52,2;06.03.2017;53,98;04.03.2016;46,91;03.03.2015;68,15
10.08.2010;84,49;19.08.2016;59,77;06.02.2013;91,66;07.02.2012;91,48;07.03.2018;51,53;07.03.2017;53,85;07.03.2016;48,34;04.03.2015;66,99
11.08.2010;82,44;22.08.2016;58,7;07.02.2013;91,87;08.02.2012;91,82;08.03.2018;51,53;08.03.2017;51,97;08.03.2016;47,39;05.03.2015;66,59
12.08.2010;80;23.08.2016;59,47;08.02.2013;93,24;09.02.2012;92,64;09.03.2018;52,56;09.03.2017;51,24;09.03.2016;48,33;06.03.2015;66
13.08.2010;79,65;24.08.2016;58,67;11.02.2013;93,28;10.02.2012;91,01;12.03.2018;52,48;10.03.2017;50,42;10.03.2016;47,96;09.03.2015;65,53
16.08.2010;79,68;25.08.2016;58,8;12.02.2013;92,42;13.02.2012;91,8;13.03.2018;52,34;13.03.2017;50,63;11.03.2016;48,3;10.03.2015;64,9
17.08.2010;81,05;26.08.2016;59,09;13.02.2013;92,9;14.02.2012;91,3;14.03.2018;52,63;14.03.2017;50,3;14.03.2016;47,37;11.03.2015;65,1
18.08.2010;80,69;29.08.2016;58,6;14.02.2013;92,89;15.02.2012;91,25;15.03.2018;52,5;15.03.2017;50,42;15.03.2016;47,11;12.03.2015;64,59
19.08.2010;79,3;30.08.2016;57,93;15.02.2013;92,58;16.02.2012;90,92;16.03.2018;52,62;16.03.2017;50,18;16.03.2016;47,85;13.03.2015;63,82
20.08.2010;78,4;31.08.2016;56,31;18.02.2013;92,02;17.02.2012;91,01;19.03.2018;52,24;17.03.2017;50,12;17.03.2016;48,11;16.03.2015;64,04
23.08.2010;77,87;01.09.2016;55,13;19.02.2013;91,56;20.02.2012;91,81;20.03.2018;52,5;20.03.2017;50,01;18.03.2016;48,33;17.03.2015;63,3
24.08.2010;76,8;02.09.2016;56,21;20.02.2013;91,62;21.02.2012;91,03;21.03.2018;53,27;21.03.2017;49,99;21.03.2016;48,52;18.03.2015;64,82
25.08.2010;77,74;05.09.2016;56,72;21.02.2013;91,15;22.02.2012;89,32;22.03.2018;53,19;22.03.2017;50,16;22.03.2016;48,71;19.03.2015;63,75
26.08.2010;79,23;06.09.2016;56,47;22.02.2013;91,37;23.02.2012;89,5;23.03.2018;53,71;23.03.2017;49,89;23.03.2016;48,1;20.03.2015;64,39
27.08.2010;80,84;07.09.2016;57,24;25.02.2013;91,33;24.02.2012;90,67;26.03.2018;53,6;24.03.2017;50,09;24.03.2016;47,83;23.03.2015;64,66
30.08.2010;80,95;08.09.2016;58,87;26.02.2013;91,51;27.02.2012;90,45;27.03.2018;53,76;27.03.2017;50,28;28.03.2016;47,61;24.03.2015;64,03
31.08.2010;79,04;09.09.2016;57,41;27.02.2013;91,12;28.02.2012;90,42;28.03.2018;53,59;28.03.2017;50,13;29.03.2016;47,47;25.03.2015;64,16
01.09.2010;80,76;12.09.2016;57,65;28.02.2013;90,59;29.02.2012;92,19;29.03.2018;53,44;29.03.2017;50,39;30.03.2016;48,08;26.03.2015;64,36
02.09.2010;81,11;13.09.2016;57,27;01.03.2013;91,14;01.03.2012;90,68;02.04.2018;52,41;30.03.2017;51,01;31.03.2016;48,34;27.03.2015;63,03
03.09.2010;80,85;14.09.2016;56,39;04.03.2013;91,23;02.03.2012;90,49;03.04.2018;52,93;31.03.2017;51,34;01.04.2016;47,01;30.03.2015;63,72
06.09.2010;80,76;15.09.2016;56,66;05.03.2013;92;05.03.2012;90,21;04.04.2018;52,97;03.04.2017;51,67;04.04.2016;46,02;31.03.2015;63,34
07.09.2010;81,75;16.09.2016;55,94;06.03.2013;91,67;06.03.2012;90,14;05.04.2018;53,28;04.04.2017;52,08;05.04.2016;45,57;01.04.2015;64,31
08.09.2010;81,94;19.09.2016;56,18;07.03.2013;91,64;07.03.2012;89,79;06.04.2018;52,43;05.04.2017;52,05;06.04.2016;46,77;02.04.2015;63,66
09.09.2010;81,08;20.09.2016;56,11;08.03.2013;91,98;08.03.2012;90,81;09.04.2018;52,78;06.04.2017;52,33;07.04.2016;46;06.04.2015;64,28
10.09.2010;81,64;21.09.2016;56,51;11.03.2013;91,76;09.03.2012;92,39;10.04.2018;53,18;07.04.2017;52,61;08.04.2016;47,71;07.04.2015;63,85
13.09.2010;82,31;22.09.2016;57,47;12.03.2013;91,87;12.03.2012;93,22;11.04.2018;53,6;10.04.2017;53,29;11.04.2016;48,35;08.04.2015;62,6
14.09.2010;82,53;23.09.2016;56,08;13.03.2013;91,32;13.03.2012;93,57;12.04.2018;53,35;11.04.2017;53,62;12.04.2016;49,37;09.04.2015;63,6
15.09.2010;82,59;26.09.2016;57,24;14.03.2013;91,22;14.03.2012;93,6;13.04.2018;53,34;12.04.2017;53,84;13.04.2016;49,23;10.04.2015;64,16
16.09.2010;81,6;27.09.2016;56,23;15.03.2013;91,5;15.03.2012;93,53;16.04.2018;53,25;13.04.2017;53,83;14.04.2016;48,64;13.04.2015;63,87
17.09.2010;81,32;28.09.2016;57,85;18.03.2013;91,95;16.03.2012;94,73;17.04.2018;53,36;17.04.2017;53,59;15.04.2016;47,52;14.04.2015;64,07
20.09.2010;82,34;29.09.2016;58,08;19.03.2013;91,16;19.03.2012;93,74;18.04.2018;53,73;18.04.2017;53,34;18.04.2016;47,29;15.04.2015;65,52
21.09.2010;81,43;30.09.2016;58,5;20.03.2013;90,89;20.03.2012;93,82;19.04.2018;54,12;19.04.2017;52;19.04.2016;47,99;16.04.2015;65,83
22.09.2010;81,07;03.10.2016;58,82;21.03.2013;90,63;21.03.2012;93,98;20.04.2018;54,13;20.04.2017;51,84;20.04.2016;49,32;17.04.2015;65,2
23.09.2010;81,17;04.10.2016;59,11;22.03.2013;90,69;22.03.2012;92,61;23.04.2018;54,36;21.04.2017;51,58;21.04.2016;48,95;20.04.2015;66,05
24.09.2010;81,71;05.10.2016;59,7;25.03.2013;90,68;23.03.2012;91,96;24.04.2018;53,89;24.04.2017;51,13;22.04.2016;49,84;21.04.2015;66,14
27.09.2010;81,27;06.10.2016;59,82;26.03.2013;90,92;26.03.2012;93,02;25.04.2018;53,93;25.04.2017;51,01;25.04.2016;49,73;22.04.2015;66,58
28.09.2010;81,46;07.10.2016;59,48;27.03.2013;90,82;27.03.2012;92,2;26.04.2018;53,92;26.04.2017;50,97;26.04.2016;50,31;23.04.2015;67,24
29.09.2010;83,48;10.10.2016;59,79;28.03.2013;90,73;28.03.2012;92,44;27.04.2018;53,62;27.04.2017;50,27;27.04.2016;51,2;24.04.2015;66,26
30.09.2010;85,02;11.10.2016;59,04;01.04.2013;90,87;29.03.2012;91,43;30.04.2018;53,82;28.04.2017;50,42;28.04.2016;51,28;27.04.2015;66,24
01.10.2010;86,35;12.10.2016;58,91;02.04.2013;90,86;30.03.2012;92,04;01.05.2018;53,52;01.05.2017;50,09;29.04.2016;51,23;28.04.2015;66,23
04.10.2010;85,72;13.10.2016;59,08;03.04.2013;90,49;02.04.2012;93,67;02.05.2018;53,59;02.05.2017;49,19;02.05.2016;50,49;29.04.2015;66,26
05.10.2010;87,17;14.10.2016;58,91;04.04.2013;91,32;03.04.2012;94,23;03.05.2018;53,96;03.05.2017;49,47;03.05.2016;50,09;30.04.2015;66,35
06.10.2010;87,32;17.10.2016;58,81;05.04.2013;91,39;04.04.2012;94,45;04.05.2018;54,92;04.05.2017;48,28;04.05.2016;50,21;01.05.2015;66,29
07.10.2010;85,82;18.10.2016;59,33;08.04.2013;91,28;05.04.2012;94,83;07.05.2018;55,5;05.05.2017;49,46;05.05.2016;50,6;04.05.2015;66,6
08.10.2010;86,57;19.10.2016;60;09.04.2013;91,05;09.04.2012;94,48;08.05.2018;54,89;08.05.2017;49,72;06.05.2016;51,25;05.05.2015;67,09
11.10.2010;86,38;20.10.2016;59,38;10.04.2013;90,73;10.04.2012;93,04;09.05.2018;56,03;09.05.2017;49,32;09.05.2016;50,31;06.05.2015;67,36
12.10.2010;86,07;21.10.2016;59,92;11.04.2013;91,34;11.04.2012;93,59;10.05.2018;56,46;10.05.2017;50,09;10.05.2016;51,3;07.05.2015;66,87
13.10.2010;86,89;24.10.2016;60,12;12.04.2013;91,21;12.04.2012;92,48;11.05.2018;56,64;11.05.2017;50,31;11.05.2016;52,08;08.05.2015;67,34
14.10.2010;86,44;25.10.2016;59,93;15.04.2013;90,23;13.04.2012;92,1;14.05.2018;56,98;12.05.2017;49,9;12.05.2016;51,93;11.05.2015;67,38
15.10.2010;84,85;26.10.2016;59,15;16.04.2013;90;16.04.2012;91,23;;;15.05.2017;49,97;13.05.2016;51,01;12.05.2015;67,53
18.10.2010;86,77;27.10.2016;59,17;17.04.2013;88,72;17.04.2012;91,04;;;16.05.2017;50,2;16.05.2016;51,53;13.05.2015;67,27
19.10.2010;83,46;28.10.2016;58,61;18.04.2013;87,59;18.04.2012;90,75;;;17.05.2017;50,31;17.05.2016;52,11;14.05.2015;67,59
20.10.2010;85,76;31.10.2016;57,34;19.04.2013;87,53;19.04.2012;89,14;;;18.05.2017;50,41;18.05.2016;52,39;15.05.2015;67,54
21.10.2010;84,1;01.11.2016;57,39;22.04.2013;88,04;20.04.2012;89,05;;;19.05.2017;51,09;19.05.2016;52,56;18.05.2015;67,18
22.10.2010;85,16;02.11.2016;56,65;23.04.2013;87,95;23.04.2012;89,77;;;22.05.2017;51,28;20.05.2016;52,28;19.05.2015;66,27
25.10.2010;85,57;03.11.2016;56,22;24.04.2013;88,36;24.04.2012;90,02;;;23.05.2017;51,26;23.05.2016;52,54;20.05.2015;66,63
26.10.2010;85,64;04.11.2016;55,75;25.04.2013;89,15;25.04.2012;89,32;;;24.05.2017;50,83;24.05.2016;52,88;21.05.2015;66,69
27.10.2010;85,31;07.11.2016;56,35;26.04.2013;88,67;26.04.2012;88,89;;;25.05.2017;49,45;25.05.2016;53,34;22.05.2015;66,12
28.10.2010;85,54;08.11.2016;56,45;29.04.2013;88,05;27.04.2012;89,07;;;26.05.2017;50,1;26.05.2016;53,51;26.05.2015;65,82
29.10.2010;84,81;09.11.2016;57,05;30.04.2013;88,17;30.04.2012;89,27;;;30.05.2017;50,25;27.05.2016;53,8;27.05.2015;65,37
01.11.2010;86,31;10.11.2016;56,82;01.05.2013;87,09;01.05.2012;89,35;;;31.05.2017;49,17;31.05.2016;53,72;28.05.2015;65,43
02.11.2010;87,05;11.11.2016;55,69;02.05.2013;87,92;02.05.2012;89,46;;;01.06.2017;49,18;01.06.2016;53,57;29.05.2015;66,15
03.11.2010;87,92;14.11.2016;55,07;03.05.2013;88,51;03.05.2012;89,61;;;02.06.2017;48,83;02.06.2016;53,79;01.06.2015;65,66
04.11.2010;89,44;15.11.2016;56,25;06.05.2013;89,27;04.05.2012;88,8;;;05.06.2017;48,84;03.06.2016;53,23;02.06.2015;66,43
05.11.2010;89,67;16.11.2016;55,9;07.05.2013;89,19;07.05.2012;89,22;;;06.06.2017;48,84;06.06.2016;53,83;03.06.2015;65,96
08.11.2010;90,07;17.11.2016;56,23;08.05.2013;89,36;08.05.2012;89,14;;;07.06.2017;48,05;07.06.2016;54,31;04.06.2015;65,33
09.11.2010;89,85;18.11.2016;56,42;09.05.2013;88,8;09.05.2012;89,45;;;08.06.2017;48,78;08.06.2016;54,75;05.06.2015;66,59
10.11.2010;90,3;21.11.2016;57,7;10.05.2013;88,82;10.05.2012;89,2;;;09.06.2017;48,88;09.06.2016;54,36;08.06.2015;65,92
11.11.2010;90,34;22.11.2016;57,86;13.05.2013;88,49;11.05.2012;88,96;;;12.06.2017;48,99;10.06.2016;53,54;09.06.2015;66,61
12.11.2010;87,71;23.11.2016;57,52;14.05.2013;88,35;14.05.2012;89,21;;;13.06.2017;49,18;13.06.2016;53,45;10.06.2015;67,17
15.11.2010;87,87;24.11.2016;57,48;15.05.2013;88,89;15.05.2012;88,94;;;14.06.2017;48,51;14.06.2016;52,96;11.06.2015;66,72
16.11.2010;85,91;25.11.2016;56,25;16.05.2013;88,69;16.05.2012;90;;;15.06.2017;49,04;15.06.2016;52,55;12.06.2015;65,83
17.11.2010;84,47;28.11.2016;56,84;17.05.2013;88,63;17.05.2012;89,17;;;16.06.2017;49,19;16.06.2016;51,21;15.06.2015;66,19
18.11.2010;85,98;29.11.2016;55,42;20.05.2013;88,63;18.05.2012;88,41;;;19.06.2017;48,91;17.06.2016;52,7;16.06.2015;66,43
19.11.2010;85,21;30.11.2016;57,47;21.05.2013;88,74;21.05.2012;89,05;;;20.06.2017;48,65;20.06.2016;53,72;17.06.2015;66,39
22.11.2010;84,89;01.12.2016;57,56;22.05.2013;88,75;22.05.2012;89,13;;;21.06.2017;48,18;21.06.2016;53,83;18.06.2015;66,69
23.11.2010;84,33;02.12.2016;58,28;23.05.2013;88,6;23.05.2012;88,33;;;22.06.2017;48,23;22.06.2016;53,78;19.06.2015;65,98
24.11.2010;86,81;05.12.2016;58,64;24.05.2013;88,43;24.05.2012;88,94;;;23.06.2017;48,13;23.06.2016;54,52;22.06.2015;66,63
25.11.2010;87,1;06.12.2016;58,1;27.05.2013;88,42;25.05.2012;89,25;;;26.06.2017;48,23;24.06.2016;52,54;23.06.2015;66,3
26.11.2010;86,54;07.12.2016;57,61;28.05.2013;88,61;28.05.2012;89,58;;;27.06.2017;48,88;27.06.2016;52,06;24.06.2015;65,86
29.11.2010;88,21;08.12.2016;57,63;29.05.2013;88,01;29.05.2012;89,32;;;28.06.2017;49,15;28.06.2016;53,78;25.06.2015;65,61
30.11.2010;86,67;09.12.2016;57,97;30.05.2013;87,88;30.05.2012;88,11;;;29.06.2017;49,45;29.06.2016;55,72;26.06.2015;65,74
01.12.2010;89,4;12.12.2016;57,8;31.05.2013;87,95;31.05.2012;88,34;;;30.06.2017;50,37;30.06.2016;54,49;29.06.2015;65,13
02.12.2010;90,73;13.12.2016;57,72;03.06.2013;89,02;01.06.2012;89,19;;;03.07.2017;51,31;01.07.2016;55,7;30.06.2015;65,61
03.12.2010;91,5;14.12.2016;56,87;04.06.2013;88,79;04.06.2012;87,93;;;05.07.2017;50,01;05.07.2016;54,29;01.07.2015;65,09
06.12.2010;91,48;15.12.2016;56,79;05.06.2013;88,76;05.06.2012;87,29;;;06.07.2017;50,03;06.07.2016;55,36;02.07.2015;65,05
07.12.2010;91,79;16.12.2016;57;06.06.2013;89,48;06.06.2012;89,2;;;07.07.2017;49,06;07.07.2016;53,7;06.07.2015;61,89
08.12.2010;91,59;19.12.2016;56,79;07.06.2013;89,28;07.06.2012;88,91;;;10.07.2017;49,67;08.07.2016;54,38;07.07.2015;62,03
09.12.2010;91,59;20.12.2016;57,42;10.06.2013;89,66;08.06.2012;89,57;;;11.07.2017;50,25;11.07.2016;54,31;08.07.2015;62,16
10.12.2010;91,06;21.12.2016;56,72;11.06.2013;89;11.06.2012;89,25;;;12.07.2017;50,08;12.07.2016;55,28;09.07.2015;62,96
13.12.2010;91,88;22.12.2016;56,81;12.06.2013;89,39;12.06.2012;89,7;;;13.07.2017;50,41;13.07.2016;53,74;10.07.2015;63,72
14.12.2010;91,84;23.12.2016;57,05;13.06.2013;88,91;13.06.2012;89,39;;;14.07.2017;50,82;14.07.2016;54,07;13.07.2015;63,88
15.12.2010;92,45;27.12.2016;57,66;14.06.2013;88,71;14.06.2012;88,36;;;17.07.2017;50,55;15.07.2016;53,72;14.07.2015;63,86
16.12.2010;92,05;28.12.2016;57,9;17.06.2013;88,77;15.06.2012;86,61;;;18.07.2017;50,39;18.07.2016;53,23;15.07.2015;62,72
17.12.2010;92,14;29.12.2016;58;18.06.2013;88,63;18.06.2012;86,38;;;19.07.2017;50,64;19.07.2016;53,61;16.07.2015;62,14
20.12.2010;93,07;30.12.2016;58;19.06.2013;88,41;19.06.2012;87,61;;;20.07.2017;50,22;20.07.2016;54,18;17.07.2015;61,91
21.12.2010;93,44;02.01.2017;58;20.06.2013;86,2;20.06.2012;89,7;;;21.07.2017;49,44;21.07.2016;53,42;20.07.2015;61,83
22.12.2010;93,77;03.01.2017;57,11;21.06.2013;85,61;21.06.2012;89,32;;;24.07.2017;49,92;22.07.2016;53,18;21.07.2015;62,47
23.12.2010;94,31;04.01.2017;57,96;24.06.2013;86,58;22.06.2012;87,62;;;25.07.2017;50,69;25.07.2016;52,93;22.07.2015;61,49
24.12.2010;93,79;05.01.2017;58,35;25.06.2013;86,96;25.06.2012;87,91;;;26.07.2017;50,83;26.07.2016;52,71;23.07.2015;60,79
27.12.2010;94,07;06.01.2017;58,46;26.06.2013;87,13;26.06.2012;88;;;27.07.2017;50,68;27.07.2016;51,57;24.07.2015;60,07
28.12.2010;94,56;09.01.2017;56,98;27.06.2013;86,78;27.06.2012;87,88;;;28.07.2017;50,74;28.07.2016;50,52;27.07.2015;60,03
29.12.2010;94,35;10.01.2017;56,13;28.06.2013;86,12;28.06.2012;88,2;;;31.07.2017;51,19;29.07.2016;50,56;28.07.2015;60,17
30.12.2010;93,46;11.01.2017;56,77;01.07.2013;85,19;29.06.2012;90,59;;;01.08.2017;50,56;01.08.2016;49,7;29.07.2015;60,27
31.12.2010;95,1;12.01.2017;57,23;02.07.2013;85,96;02.07.2012;88,61;;;02.08.2017;50,82;02.08.2016;49,46;30.07.2015;60,37
03.01.2011;95,33;13.01.2017;56,46;03.07.2013;85,84;03.07.2012;88,85;;;03.08.2017;50,39;03.08.2016;50,15;31.07.2015;59,87
04.01.2011;94,04;16.01.2017;56,8;04.07.2013;86,03;04.07.2012;88,98;;;04.08.2017;50,81;04.08.2016;50,54;03.08.2015;58,54
