Bloomberg Index;;Precious;;Industrial;;Energy;;S&P Index;;Precious;;Industrial;;Crude Oil;;Natural Gas;;Agriculture;;Agriculture + Livestock;;Livestock;;Energy;;Copper;;Aluminium;;Gold;
Date;BCOM Index;Date;BCOMPR Index;Date;BCOMIN Index;Date;BCOMEN Index;Date;SPGSCI Index;Date;SPGSPM Index;Date;SPGSIN Index;Date;SPGSCL Index;Date;SPGSNG Index;Date;SPGSAG Index;Date;SPGSAL Index;Date;SPGSLV Index;Date;SPGSEN Index;Date;SPGSIC Index;Date;SPGSIA Index;Date;SPGSGC Index
;;;;;;;;30.04.2007;474,4641;30.04.2010;1585,54;30.04.2014;339,97;;;;;30.04.2007;256,4161;30.04.2007;234,2664;30.04.2007;239,9512;;;30.04.2014;471,64;;;30.04.2015;688,4022
;;;;;;;;31.05.2007;470,648;31.05.2010;1624,45;30.05.2014;349,17;;;;;31.05.2007;270;31.05.2007;241,556;31.05.2007;235,299;;;30.05.2014;486,88;;;29.05.2015;692,7105
;;;;;;;;29.06.2007;489,152;30.06.2010;1664,05;30.06.2014;358,59;;;;;29.06.2007;283,774;29.06.2007;248,659;29.06.2007;229,605;;;30.06.2014;498,26;;;30.06.2015;682,2308
;;;;;;;;31.07.2007;515,941;30.07.2010;1583,37;31.07.2014;368,57;;;;;31.07.2007;287,981;31.07.2007;257,211;31.07.2007;249,506;;;31.07.2014;504,67;;;31.07.2015;637,5755
;;;;;;;;31.08.2007;495,304;31.08.2010;1676,12;29.08.2014;371,96;;;;;31.08.2007;311,932;31.08.2007;268,595;31.08.2007;236,323;;;29.08.2014;495,28;;;31.08.2015;659,35
;;;;;;;;28.09.2007;546,133;30.09.2010;1769,44;30.09.2014;350,07;;;;;28.09.2007;359,584;28.09.2007;298,652;28.09.2007;235,214;;;30.09.2014;474,2;;;30.09.2015;649,2778
;;;;;;;;31.10.2007;599,31;29.10.2010;1852,6;31.10.2014;356,04;;;;;31.10.2007;338,568;31.10.2007;279,996;31.10.2007;217,395;;;31.10.2014;477,03;;;30.10.2015;664,5317
;;;;;;;;30.11.2007;577,987;30.11.2010;1921;28.11.2014;344,3;;;;;30.11.2007;360,255;30.11.2007;296,743;30.11.2007;227,29;;;28.11.2014;452,08;;;30.11.2015;620,2257
;;;;;;;;31.12.2007;610,169;31.12.2010;1988,83;31.12.2014;329,15;;;;;31.12.2007;383,551;31.12.2007;310,331;31.12.2007;222,999;;;31.12.2014;448,47;;;31.12.2015;617,2564
;;;;;;;;31.01.2008;608,378;31.01.2011;1858,91;30.01.2015;310,98;;;;;31.01.2008;408,441;31.01.2008;327,945;31.01.2008;228,938;;;30.01.2015;391,41;;;29.01.2016;649,9767
;;;;;;;;29.02.2008;679,778;28.02.2011;2003,93;27.02.2015;312,96;;;;;29.02.2008;477,18;29.02.2008;370,079;29.02.2008;222,514;;;27.02.2015;418,87;;;29.02.2016;718,6772
;;;;;;;;31.03.2008;668,913;31.03.2011;2079,55;31.03.2015;312,83;;;;;31.03.2008;414,708;31.03.2008;329,465;31.03.2008;220,359;;;31.03.2015;429,19;;;31.03.2016;719,3759
;;;;;;;;30.04.2008;721,067;29.04.2011;2323,12;30.04.2015;337,95;;;;;30.04.2008;411,33;30.04.2008;331,865;30.04.2008;236,063;;;30.04.2015;449,92;;;29.04.2016;751,3391
;;;;;;;;30.05.2008;786,583;31.05.2011;2198,49;29.05.2015;311,94;;;;;30.05.2008;397,75;30.05.2008;328,556;30.05.2008;254,596;;;29.05.2015;426,01;;;31.05.2016;708,8379
;;;;;;;;30.06.2008;862,809;30.06.2011;2123,98;30.06.2015;297,51;;;;;30.06.2008;469,308;30.06.2008;372,492;30.06.2008;248,166;;;30.06.2015;408,35;;;30.06.2016;768,8635
;;;;;;;;31.07.2008;760,199;29.07.2011;2328,1;31.07.2015;277,64;;;;;31.07.2008;415,257;31.07.2008;340,378;31.07.2008;256,718;;;31.07.2015;370,35;;;29.07.2016;790,347
;;;;;;;;29.08.2008;708,156;31.08.2011;2582,07;31.08.2015;273,5;;;;;29.08.2008;409,979;29.08.2008;333,943;29.08.2008;246,195;;;31.08.2015;364,54;;;31.08.2016;763,5072
;;;;;;;;30.09.2008;622,237;30.09.2011;2218,81;30.09.2015;269,28;;;;;30.09.2008;349,645;30.09.2008;292,007;30.09.2008;234,78;;;30.09.2015;366,63;;;30.09.2016;766,8258
;;;;;;;;31.10.2008;449,461;31.10.2011;2382,83;30.10.2015;262,52;;;;;31.10.2008;289,596;31.10.2008;247,127;31.10.2008;212,602;;;30.10.2015;363,16;;;31.10.2016;741,2087
;;;;;;;;28.11.2008;390,646;30.11.2011;2397,3;30.11.2015;244,84;;;;;28.11.2008;285,646;28.11.2008;245,857;28.11.2008;216,934;;;30.11.2015;325,68;;;30.11.2016;683,4536
;;;;;;;;31.12.2008;349,038;30.12.2011;2131,69;31.12.2015;253,08;;;;;31.12.2008;308,136;31.12.2008;257,838;31.12.2008;208,622;;;31.12.2015;333,94;;;30.12.2016;670,5286
;;;;;;;;30.01.2009;336,205;31.01.2012;2391,01;29.01.2016;249,19;;;;;30.01.2009;299,15;30.01.2009;252,219;30.01.2009;208,872;;;29.01.2016;323,64;;;31.01.2017;705,2865
;;;;;;;;27.02.2009;336,24;29.02.2012;2370,85;29.02.2016;257,88;;;;;27.02.2009;280,077;27.02.2009;240,043;27.02.2009;208,59;;;29.02.2016;333,21;;;28.02.2017;730,0303
;;;;;;;;31.03.2009;358,526;30.03.2012;2302,34;31.03.2016;258,04;;;;;31.03.2009;295,115;31.03.2009;251,366;31.03.2009;214,563;;;31.03.2016;344,38;;;31.03.2017;728,4583
;;;;;;;;30.04.2009;365,848;30.04.2012;2278,24;29.04.2016;276,76;;;;;30.04.2009;307,845;30.04.2009;257,718;30.04.2009;208,83;;;29.04.2016;358,46;;;28.04.2017;738,4141
;;;;;;;;29.05.2009;443,053;31.05.2012;2127,05;31.05.2016;257,42;;;;;29.05.2009;345,888;29.05.2009;282,04;29.05.2009;209,515;;;31.05.2016;331,44;;;31.05.2017;742,5478
;;;;;;;;30.06.2009;450,217;29.06.2012;2172,7;30.06.2016;272,48;;;;;30.06.2009;305,2;30.06.2009;256,246;30.06.2009;209,512;;;30.06.2016;343,56;;;30.06.2017;723,2767
;;;;;;;;31.07.2009;457,407;31.07.2012;2188,04;29.07.2016;278,29;;;;;31.07.2009;304,793;31.07.2009;255,992;31.07.2009;209,526;;;29.07.2016;348,82;;;31.07.2017;741,3833
;;;;;;;;31.08.2009;453,787;31.08.2012;2310,16;31.08.2016;269,61;;;;;31.08.2009;310,931;31.08.2009;256,217;31.08.2009;197,29;;;31.08.2016;326,83;;;31.08.2017;769,7951
;;;;;;;;30.09.2009;462,748;28.09.2012;2443,94;30.09.2016;283,78;;;;;30.09.2009;309,137;30.09.2009;255,237;30.09.2009;197,816;;;30.09.2016;344,48;;;29.09.2017;748,0205
;;;;;;;;30.10.2009;496,808;31.10.2012;2356,23;31.10.2016;287,54;;;;;30.10.2009;318,723;30.10.2009;263,216;30.10.2009;204,164;;;31.10.2016;343,7;;;31.10.2017;739,6949
;;;;;;;;30.11.2009;512,574;30.11.2012;2358,54;30.11.2016;317,83;;;;;30.11.2009;351,938;30.11.2009;287,302;30.11.2009;214,278;;;30.11.2016;412,48;;;30.11.2017;743,3046
;;;;;;;;31.12.2009;524,621;31.12.2012;2283,82;30.12.2016;300,9;;;;;31.12.2009;353,426;31.12.2009;288,28;31.12.2009;214,392;;;30.12.2016;391,99;;;29.12.2017;762,2846
;;;;;;;;29.01.2010;486,145;31.01.2013;2279,19;31.01.2017;326,57;;;;;29.01.2010;327,824;29.01.2010;274,57;29.01.2010;222,735;;;31.01.2017;424,53;;;31.01.2018;781,9634
;;;;;;;;26.02.2010;517,484;28.02.2013;2150,29;28.02.2017;332,46;;;;;26.02.2010;332,378;26.02.2010;280,129;26.02.2010;231,637;;;28.02.2017;423,13;;;28.02.2018;767,2917
;;;;;;;;31.03.2010;530,159;29.03.2013;2169,86;31.03.2017;329,6;;;;;31.03.2010;293,69;31.03.2010;260,21;31.03.2010;246,908;;;31.03.2017;413,45;;;30.03.2018;772,7645
;;;;;;;;30.04.2010;549,941;30.04.2013;1981,64;28.04.2017;320,1;;;;;30.04.2010;310,086;30.04.2010;272,177;30.04.2010;252,169;;;28.04.2017;406,08;;;30.04.2018;768,0486
;;;;;;;;31.05.2010;488,193;31.05.2013;1868,51;31.05.2017;316,92;;;;;31.05.2010;291,393;31.05.2010;256,505;31.05.2010;239,416;;;31.05.2017;402,14;;;;
;;;;;;;;30.06.2010;495,177;28.06.2013;1640,69;30.06.2017;327,46;;;;;30.06.2010;300,963;30.06.2010;262,894;30.06.2010;240,507;;;30.06.2017;420,43;;;;
;;;;;;;;30.07.2010;524,809;31.07.2013;1747,34;31.07.2017;339,27;;;;;30.07.2010;354,137;30.07.2010;297,799;30.07.2010;244,575;;;31.07.2017;450,56;;;;
;;;;;;;;31.08.2010;499,162;30.08.2013;1885,31;31.08.2017;368,97;;;;;31.08.2010;370,301;31.08.2010;308,022;31.08.2010;244,522;;;31.08.2017;480,19;;;;
;;;;;;;;30.09.2010;546,064;30.09.2013;1785,35;29.09.2017;359,8;;;;;30.09.2010;401,501;30.09.2010;328,511;30.09.2010;246,938;;;29.09.2017;458,12;;;;
;;;;;;;;29.10.2010;564,16;31.10.2013;1783,12;31.10.2017;376,09;;;;;29.10.2010;458,988;29.10.2010;361,748;29.10.2010;236,363;;;31.10.2017;484,21;;;;
;;;;;;;;30.11.2010;575,84;29.11.2013;1677,92;30.11.2017;364,34;;;;;30.11.2010;440,24;30.11.2010;356,73;30.11.2010;259,19;;;30.11.2017;478,41;;;;
;;;;;;;;31.12.2010;631,83;31.12.2013;1614,49;29.12.2017;394,04;;;;;31.12.2010;510,61;31.12.2010;403,73;31.12.2010;267,27;;;29.12.2017;512,79;;;;
;;;;;;;;31.01.2011;655,26;31.01.2014;1655,89;31.01.2018;394,41;;;;;31.01.2011;540,73;31.01.2011;430,16;31.01.2011;291,76;;;31.01.2018;503,49;;;;
;;;;;;;;28.02.2011;690,85;28.02.2014;1774,161;28.02.2018;383,06;;;;;28.02.2011;550,81;28.02.2011;434,62;28.02.2011;285,23;;;28.02.2018;490,2;;;;
;;;;;;;;31.03.2011;725,62;31.03.2014;1714,172;30.03.2018;365,87;;;;;31.03.2011;532,86;31.03.2011;432;31.03.2011;314,79;;;30.03.2018;475,03;;;;
;;;;;;;;29.04.2011;758,79;30.04.2014;1722,313;30.04.2018;381,08;;;;;29.04.2011;527,34;29.04.2011;422,25;29.04.2011;293,77;;;30.04.2018;481,5;;;;
;;;;;;;;31.05.2011;707,26;30.05.2014;1658,577;;;;;;;31.05.2011;519,42;31.05.2011;411,41;31.05.2011;274,21;;;;;;;;
;;;;;;;;30.06.2011;668,85;30.06.2014;1772,69;;;;;;;30.06.2011;459,47;30.06.2011;377,07;30.06.2011;286,81;;;;;;;;
;;;;;;;;29.07.2011;686,08;31.07.2014;1719,92;;;;;;;29.07.2011;474,72;29.07.2011;389,75;29.07.2011;296,89;;;;;;;;
;;;;;;;;31.08.2011;674,69;29.08.2014;1715,67;;;;;;;31.08.2011;528,4;31.08.2011;419,85;31.08.2011;283,42;;;;;;;;
;;;;;;;;30.09.2011;591;30.09.2014;1601,152;;;;;;;30.09.2011;425,31;30.09.2011;359,39;30.09.2011;300,34;;;;;;;;
;;;;;;;;31.10.2011;647,96;31.10.2014;1544,223;;;;;;;31.10.2011;443,79;31.10.2011;369,42;31.10.2011;294,58;;;;;;;;
;;;;;;;;30.11.2011;658,02;28.11.2014;1543,032;;;;;;;30.11.2011;417,78;30.11.2011;356,43;30.11.2011;306,46;;;;;;;;
;;;;;;;;30.12.2011;644,91;31.12.2014;1553,579;;;;;;;30.12.2011;434,36;30.12.2011;363,86;30.12.2011;296,03;;;;;;;;
;;;;;;;;31.01.2012;660,68;30.01.2015;1682,062;;;;;;;31.01.2012;434,46;31.01.2012;368,77;31.01.2012;312,57;;;;;;;;
;;;;;;;;29.02.2012;703,5;27.02.2015;1597,677;;;;;;;29.02.2012;446,15;29.02.2012;377,18;29.02.2012;315,8;;;;;;;;
;;;;;;;;30.03.2012;688,71;31.03.2015;1563,042;;;;;;;30.03.2012;444,17;30.03.2012;369,94;30.03.2012;295,38;;;;;;;;
;;;;;;;;30.04.2012;684,88;30.04.2015;1557,393;;;;;;;30.04.2012;435,32;30.04.2012;362,29;30.04.2012;288,54;;;;;;;;
;;;;;;;;31.05.2012;596,2;29.05.2015;1571,871;;;;;;;31.05.2012;394,91;31.05.2012;340,3;31.05.2012;301,53;;;;;;;;
;;;;;;;;29.06.2012;599,44;30.06.2015;1538,909;;;;;;;29.06.2012;438,26;29.06.2012;369,5;29.06.2012;306,8;;;;;;;;
;;;;;;;;31.07.2012;635,82;31.07.2015;1440,126;;;;;;;31.07.2012;513,26;31.07.2012;413,63;31.07.2012;294;;;;;;;;
;;;;;;;;31.08.2012;675,03;31.08.2015;1482,296;;;;;;;31.08.2012;513,8;31.08.2012;413,04;31.08.2012;290,8;;;;;;;;
;;;;;;;;28.09.2012;665,73;30.09.2015;1461,291;;;;;;;28.09.2012;498,31;28.09.2012;402,33;28.09.2012;287,98;;;;;;;;
;;;;;;;;31.10.2012;637,74;30.10.2015;1503,116;;;;;;;31.10.2012;484,41;31.10.2012;395,69;31.10.2012;295,63;;;;;;;;
;;;;;;;;30.11.2012;650,05;30.11.2015;1398,209;;;;;;;30.11.2012;478,77;30.11.2012;396,57;30.11.2012;310,92;;;;;;;;
;;;;;;;;31.12.2012;646,58;31.12.2015;1389,233;;;;;;;31.12.2012;451,34;31.12.2012;379,98;31.12.2012;314,07;;;;;;;;
;;;;;;;;31.01.2013;675,37;29.01.2016;1459,748;;;;;;;31.01.2013;465,37;31.01.2013;390,03;31.01.2013;317,86;;;;;;;;
;;;;;;;;28.02.2013;648,21;29.02.2016;1605,093;;;;;;;28.02.2013;444,82;28.02.2013;372,62;28.02.2013;303,18;;;;;;;;
;;;;;;;;29.03.2013;655,05;31.03.2016;1612,378;;;;;;;29.03.2013;434,86;29.03.2013;367,49;29.03.2013;307,33;;;;;;;;
;;;;;;;;30.04.2013;624,44;29.04.2016;1701,986;;;;;;;30.04.2013;432,44;30.04.2013;365,71;30.04.2013;306,52;;;;;;;;
;;;;;;;;31.05.2013;615,46;31.05.2016;1596,908;;;;;;;31.05.2013;429,81;31.05.2013;363,58;31.05.2013;304,99;;;;;;;;
;;;;;;;;28.06.2013;611,3;30.06.2016;1745,868;;;;;;;28.06.2013;384,74;28.06.2013;337,04;28.06.2013;312,43;;;;;;;;
;;;;;;;;31.07.2013;638,64;29.07.2016;1807,616;;;;;;;31.07.2013;374,06;31.07.2013;327,32;31.07.2013;302,55;;;;;;;;
;;;;;;;;30.08.2013;657,05;31.08.2016;1736,007;;;;;;;30.08.2013;375,55;30.08.2013;330,39;30.08.2013;309,75;;;;;;;;
;;;;;;;;30.09.2013;632,4;30.09.2016;1748,138;;;;;;;30.09.2013;373,01;30.09.2013;330,92;30.09.2013;317,07;;;;;;;;
;;;;;;;;31.10.2013;622,52;31.10.2016;1681,378;;;;;;;31.10.2013;363,72;31.10.2013;326,06;31.10.2013;320,69;;;;;;;;
;;;;;;;;29.11.2013;620,12;30.11.2016;1551,148;;;;;;;29.11.2013;365,21;29.11.2013;328,22;29.11.2013;324,79;;;;;;;;
;;;;;;;;31.12.2013;632,29;30.12.2016;1519,861;;;;;;;31.12.2013;351,63;31.12.2013;318,1;31.12.2013;319,8;;;;;;;;
;;;;;;;;31.01.2014;622,26;31.01.2017;1606,483;;;;;;;31.01.2014;347,11;31.01.2014;320,98;31.01.2014;339,35;;;;;;;;
;;;;;;;;28.02.2014;649,6444;28.02.2017;1666,206;;;;;;;28.02.2014;380,8304;28.02.2014;348,754;28.02.2014;360,7501;;;;;;;;
;;;;;;;;31.03.2014;648,857;31.03.2017;1660,743;;;;;;;31.03.2014;409,2422;31.03.2014;371,3695;31.03.2014;376,1306;;;;;;;;
;;;;;;;;30.04.2014;652,5111;28.04.2017;1669,977;;;;;;;30.04.2014;423,8226;30.04.2014;379,697;30.04.2014;372,9135;;;;;;;;
;;;;;;;;30.05.2014;649,6324;31.05.2017;1679,839;;;;;;;30.05.2014;389,5833;30.05.2014;358,1323;30.05.2014;373,6593;;;;;;;;
;;;;;;;;30.06.2014;658,5723;30.06.2017;1632,699;;;;;;;30.06.2014;349,7793;30.06.2014;342,7412;30.06.2014;407,3253;;;;;;;;
;;;;;;;;31.07.2014;621,7026;31.07.2017;1670,787;;;;;;;31.07.2014;319,2006;31.07.2014;316,1817;31.07.2014;383,2512;;;;;;;;
;;;;;;;;29.08.2014;610,9172;31.08.2017;1736,394;;;;;;;29.08.2014;322,2465;29.08.2014;313,7004;29.08.2014;368,2751;;;;;;;;
;;;;;;;;30.09.2014;574,2939;29.09.2017;1682,927;;;;;;;30.09.2014;292,4013;30.09.2014;299,3804;30.09.2014;384,0977;;;;;;;;
;;;;;;;;31.10.2014;539,5923;31.10.2017;1666,389;;;;;;;31.10.2014;318,74;31.10.2014;314,4422;31.10.2014;378,3494;;;;;;;;
;;;;;;;;28.11.2014;482,1124;30.11.2017;1671,268;;;;;;;28.11.2014;323,909;28.11.2014;319,2281;28.11.2014;383,4231;;;;;;;;
;;;;;;;;31.12.2014;418,1225;29.12.2017;1716,654;;;;;;;31.12.2014;322,4623;31.12.2014;312,6929;31.12.2014;364,3952;;;;;;;;
;;;;;;;;30.01.2015;389,6819;31.01.2018;1757,352;;;;;;;30.01.2015;298,2827;30.01.2015;288,9055;30.01.2015;335,9153;;;;;;;;
;;;;;;;;27.02.2015;421,2419;28.02.2018;1719,069;;;;;;;27.02.2015;306,7306;27.02.2015;292,0436;27.02.2015;328,2578;;;;;;;;
;;;;;;;;31.03.2015;396,6492;30.03.2018;1728,667;;;;;;;31.03.2015;293,503;31.03.2015;287,9401;31.03.2015;343,0054;;;;;;;;
;;;;;;;;30.04.2015;445,5848;30.04.2018;1720,534;;;;;;;30.04.2015;290,5806;30.04.2015;286,9004;30.04.2015;345,8105;;;;;;;;
;;;;;;;;29.05.2015;439,0937;;;;;;;;;29.05.2015;280,429;29.05.2015;282,3217;29.05.2015;352,2627;;;;;;;;
;;;;;;;;30.06.2015;440,6926;;;;;;;;;30.06.2015;326,5895;30.06.2015;306,7408;30.06.2015;335,1764;;;;;;;;
;;;;;;;;31.07.2015;378,3843;;;;;;;;;31.07.2015;285,9706;31.07.2015;275,7522;31.07.2015;317,8685;;;;;;;;
;;;;;;;;31.08.2015;380,848;;;;;;;;;31.08.2015;279,9741;31.08.2015;271,7151;31.08.2015;317,144;;;;;;;;
;;;;;;;;30.09.2015;359,3369;;;;;;;;;30.09.2015;290,6899;30.09.2015;271,5946;30.09.2015;293,4702;;;;;;;;
;;;;;;;;30.10.2015;363,4441;;;;;;;;;30.10.2015;295,2289;30.10.2015;276,7363;30.10.2015;301,1192;;;;;;;;
;;;;;;;;30.11.2015;336,1496;;;;;;;;;30.11.2015;286,8771;30.11.2015;265,5213;30.11.2015;281,0733;;;;;;;;
;;;;;;;;31.12.2015;311,6524;;;;;;;;;31.12.2015;283,5784;31.12.2015;266,2647;31.12.2015;290,7654;;;;;;;;
;;;;;;;;29.01.2016;300,6679;;;;;;;;;29.01.2016;280,7683;29.01.2016;266,7484;29.01.2016;298,342;;;;;;;;
;;;;;;;;29.02.2016;303,6298;;;;;;;;;29.02.2016;273,9938;29.02.2016;263,4759;29.02.2016;301,7418;;;;;;;;
;;;;;;;;31.03.2016;323,4185;;;;;;;;;31.03.2016;283,2525;31.03.2016;268,0261;31.03.2016;297,3555;;;;;;;;
;;;;;;;;29.04.2016;360,407;;;;;;;;;29.04.2016;305,0088;29.04.2016;277,3959;29.04.2016;282,6187;;;;;;;;
;;;;;;;;31.05.2016;370,9456;;;;;;;;;31.05.2016;308,7612;31.05.2016;281,4368;31.05.2016;288,2001;;;;;;;;
;;;;;;;;30.06.2016;374,0323;;;;;;;;;30.06.2016;310,4569;30.06.2016;281,7086;30.06.2016;285,5158;;;;;;;;
;;;;;;;;29.07.2016;339,3952;;;;;;;;;29.07.2016;290,1727;29.07.2016;258,5811;29.07.2016;251,0438;;;;;;;;
;;;;;;;;31.08.2016;348,2078;;;;;;;;;31.08.2016;279,2442;31.08.2016;251,0697;31.08.2016;249,0504;;;;;;;;
;;;;;;;;30.09.2016;364,4711;;;;;;;;;30.09.2016;294,4374;30.09.2016;249,9183;30.09.2016;212,9824;;;;;;;;
;;;;;;;;31.10.2016;361,623;;;;;;;;;31.10.2016;301,9541;31.10.2016;256,9734;31.10.2016;220,6806;;;;;;;;
;;;;;;;;30.11.2016;377,2212;;;;;;;;;30.11.2016;294,3089;30.11.2016;259,0382;30.11.2016;243,8059;;;;;;;;
;;;;;;;;30.12.2016;398,2039;;;;;;;;;30.12.2016;290,9887;30.12.2016;262,0766;30.12.2016;261,0236;;;;;;;;
;;;;;;;;31.01.2017;395,8302;;;;;;;;;31.01.2017;300,9331;31.01.2017;268,5541;31.01.2017;261,6341;;;;;;;;
;;;;;;;;28.02.2017;402,2199;;;;;;;;;28.02.2017;305,0647;28.02.2017;272,161;28.02.2017;264,9578;;;;;;;;
;;;;;;;;31.03.2017;388,2245;;;;;;;;;31.03.2017;289,1144;31.03.2017;262,3498;31.03.2017;265,8826;;;;;;;;
;;;;;;;;28.04.2017;382,7658;;;;;;;;;28.04.2017;289,2233;28.04.2017;269,3572;28.04.2017;289,0878;;;;;;;;
;;;;;;;;31.05.2017;377,8538;;;;;;;;;31.05.2017;284,1395;31.05.2017;268,2745;31.05.2017;296,2198;;;;;;;;
;;;;;;;;30.06.2017;372,3775;;;;;;;;;30.06.2017;297,5304;30.06.2017;274,5616;30.06.2017;288,9226;;;;;;;;
;;;;;;;;31.07.2017;388,0653;;;;;;;;;31.07.2017;294,6222;31.07.2017;264,7056;31.07.2017;262,1115;;;;;;;;
;;;;;;;;31.08.2017;386,0041;;;;;;;;;31.08.2017;279,975;31.08.2017;251,051;31.08.2017;247,4262;;;;;;;;
;;;;;;;;29.09.2017;399,3082;;;;;;;;;29.09.2017;281,3004;29.09.2017;256,0209;29.09.2017;261,2442;;;;;;;;
;;;;;;;;31.10.2017;415,1419;;;;;;;;;31.10.2017;276,8227;31.10.2017;260,4243;31.10.2017;285,4418;;;;;;;;
;;;;;;;;30.11.2017;424,2574;;;;;;;;;30.11.2017;283,9819;30.11.2017;264,8571;30.11.2017;285,1242;;;;;;;;
;;;;;;;;29.12.2017;442,4357;;;;;;;;;29.12.2017;282,1437;29.12.2017;262,0969;29.12.2017;279,7809;;;;;;;;
;;;;;;;;31.01.2018;456,533;;;;;;;;;31.01.2018;285,9237;31.01.2018;265,3723;31.01.2018;282,777;;;;;;;;
;;;;;;;;28.02.2018;443,3807;;;;;;;;;28.02.2018;304,0974;28.02.2018;275,505;28.02.2018;278,0207;;;;;;;;
;;;;;;;;30.03.2018;452,9353;;;;;;;;;30.03.2018;295,1906;30.03.2018;264,1994;30.03.2018;258,9552;;;;;;;;
;;;;;;;;30.04.2018;475,7616;;;;;;;;;30.04.2018;308,6059;30.04.2018;273,8533;30.04.2018;262,7821;;;;;;;;
